,review,rating
200, god bless this hotel i visited it 3 months ago in may it was really miserable i stayed for 5 days unfortunately and it didnt go well this room was full of stink and it smelled damp the bathroom im not talking about how it was im not even going into the process  me in room 109 which was flooded at night around 12 oclock the pipes in the bathroom just broke we avoided it and we say dax it doesnt matter these things happen too then the next day i took the ansaner to go downstairs for breakfast i locked myself in it for about 50 minutes he took me up and down until he took me up and threw me down with force i do not recommend you to go up to the elevator and in general the only good thing about the hotel is the view it has a great view,1/5
201, special thanks to the fact that they work around the clock and checkin was done at 5 in the morning even breakfast was offered as a gift but we did not use it,4/5
202, unacceptable nonexistent cleanliness dust everywhere broken lamps hair from the previous ones everywhere smoke from twisted cigarettes as if they just changed sheets from the previous ones primary school children were hosted 2 days ago unacceptable even the renovated rooms that several of our group stayed in were not clean breakfast just indifferent all they are obviously interested in is working with such predators who will visit the hotel once and never again as for those who say its clean they probably dont know what cleanliness is pity,1/5
203, old hotel not modernized used furniture bad service at the window as in a pandemic dont serve yourself show the staff what you want shabby,2/5
204, there was a mistake with our reservation but they gave us better rooms than the ones we had the staff very helpful at the reception breakfast and cleaning breakfast needs improvement i didnt like the cappuccino and juices in the machines at all i only liked the hot chocolate there is parking in the basement and you charge 10 euros per day unfortunately there is no elevator from the ground floor to the underground parking lot so we had to carry our bags up the stairs the hotel is in a very central location and outside the hotel there is a bus stop ladadika is three minutes and aristotelous square five,5/5
205, the hotel is located in the center of thessaloniki which makes every corner of the city easy to reach without a carthe staff was really very friendly and responded to every concern the breakfast was okay but not comparable to that of a restaurantunfortunately the wifi reception wasnt that good in the roomotherwise top,5/5
206, miserable prewar rooms with broken windows and air coming in from everywhere we complained to the reception and instead of changing our room they came and wedged the curtain where it was leaking and left dirty sheets toilets full of hair rust and soil the railings on the balcony unbalanced to be in the seventh and to be afraid to go out on the balcony do not fall down the hotel is supposed to have two elevators but one is broken and each elevator takes three people by force and the elevator stops on floors for no reason delaying people the breakfast buffet as if it doesnt exist just dontbetter go to capsis which is just opposite,1/5
207, a hotel for groups on a low budget the elevator is not convenient for those who use it it is a 10minute walk from ladadika on a main road,5/5
208, small elevator the room is fine but not luxurious the room has a balcony and there is a refrigerator many coffee shops nearby,4/5
209, the hotel is unacceptable cleanliness nonexistent i wonder how those who write that it is clean stayed probably to someone else not to this breakfast for laughs few options not fresh ingredients and staff not at all smiling and with the intention of serving you finally all the clerks at the reception were rude no matter what we asked the answer was i dont know the bathrooms were in an unacceptable condition clogged pipes faucets shaking a shower without a glass  definitely not worth three or half a star,1/5
210, the hotel is good  great location to get to the white tower in 510 minutes and to the inner cityfrom the upper floors you can look out to seaclean and super friendly,5/5
211, i would say comfortable in a favorable place for visiting the cityone cold evening at the end of november in thessaloniki we were hosted at the hotel vergina it is conveniently located to create the opportunity to visit the city on foot delicious food and correct service the colors stood out in its rooms and the decorations that invited taking photos room had a balcony necessary for me,4/5
212, the one star i put is too much if i could put 10 i would put it the hotel is miserable the rooms are all empty except for the bathroom which when i opened it i found a piece of paper with impurities in the toilet the breakfast is even worse with some employees rude and also the rooms did not have soundproofing raw and the doors were wooden at night there was security throughout the hotel on the floor where i was anyway he was an obnoxious man who made fun of me and to top it off i couldnt even go to my toilet because it smelled so i only went to the reception,1/5
213, although it is an advantageous hotel due to its location where you can reach the center in 10 minutes on foot it is a hotel that does not meet our expectations in terms of comfort and food ,2/5
214, i stayed in thessaloniki and had to stay in a hotel for the first time in many yearsi chose this because it was the cheapest i could find 53very good room singlecleanwith a remarkable view on the 8th floorthe negativesthe water was not as hot as i would have liked,4/5
215, the hotel needs maintenance especially the elevators one of them works the other doesnt the room had the smell of cloister with dirty gray walls and the bathroom of mold the faucets and the shower are rusty the room is rickety the central light above the bed didnt work only the small lights on the side one bedside table was missing some sockets in the air the breakfast below average sloppiness few things the view from our room was to the side overlooking a multistory dark building on a narrow street with many chinese shops probably warehouses a bit of a bad area and dangerous to walk around at night expensive for what it offers,2/5
216, we went in september 2014 the hotel was chosen based on location and price a taxi from the airport cost 40 euros we arrived quickly and in a new car they gave me the number right away ,4/5
217, beautiful comfortable central hotel with everything needed by a traveler looking for simplicity cleanliness without frillsafter the renovation it will have the missing modern element ,5/5
218, at the entrance was a very kind gentleman the room was quite large with three beds when we went to check out we saw a cute cat in an armchair,4/5
219, hotel located in a convenient position close to the station and bus stops of the main lines including the one to the airport breakfast was plentiful and varied ,3/5
220, the room was a little old but overall the hotel experience was good there was a balcony in the room but given the builtup environment of thessaloniki it was almost right next to the other wall of the house if there is a photo left ill attach it room prices are not high the center white tower is about 15 km on foot  if you go for a walk in the evening then this is absolutely perfect the central market is nearby quite an interesting place and the prices are moderate if you go from the hotel towards the embankment then take bus 2 get to the end at ikea and transfer to bus 273 to the beach you can get to an excellent beach where locals go  ,4/5
221, we took advantage of the last minute opportunity on bookingcom breakfast was served there was a very satisfying variety the rooms were clean and spacious it was nice that we could park the car in front of it you can reach the touristic places in thessaloniki by walking in half an hour what more could you expect from a 3 star hotel,5/5
222, on a school trip with about ninety students the structure is a little dated but the rooms are welcoming equipped with a fridge air conditioning and greek television ,4/5
223, 8storey hotel with two elevators with a capacity of three people each when we stayed at the hotel one was also out of order we had arrived at the hotel after a longhour trip with a group and in total it took more ,1/5
224, first of all there are no sockets in the room elevators very small views the only good thing it has is the hotels parking lets say yes it is closed,1/5
225, i stayed at this hotel as part of some seminars typical threestar hotel provides basic amenities clean safe and quiet convenient location very close to the train station,4/5
226, the cleanliness of the rooms was also nonexistent the visits of the cleaners were minimal and annoying because they entered the room even if i had asked for a minute to open indiscreet and rude as were the employees at the reception who had no desire to serve us the breakfast is poor the elevators are old and narrow with the result that for every exit from the room we have to use the stairs in addition to no sign of cleanliness the rooms although renovated had old toilets and obviously not cleaned as the presence of the previous tenant was evidentfinally the security guards rude ironic and even insultingthey required us not to talk inside our room itself as we were disturbing as they told usif i were you i would seriously consider booking this hotel,1/5
227, even if the metro work is not making much progress and the noise in the city is inevitable this hotel is worth the detour ,4/5
228, a hotel located in the city center which allows you to visit thessaloniki on foot and choose your walks from the old town to the seaside ,5/5
229, price and performance were good,4/5
230, i was on a bus tour through greece and slept 2 nights at this hotel the room was ok but an important minus are the 2 elevators that cannot fit more than 3 people without luggage or at most 2 with a luggage given that 2 buses with 45 tourists each come to the reception imagine how crowded it is and how much time is wasted ,3/5
231, a well placed hotel on egnatia most of the points of interest in thessaloniki are at most one and a half kilometers awayclean with pleasant staff,4/5
232, the hotel is ok in terms of position but quite austere small rooms and everything gives the feeling of low cost the swedish buffet breakfast was served by the staff behind the counter and the feeling was that they wanted to serve you to make sure that you dont take too much on your plate and they will remain poor the idea is that for one night it works,3/5
233, expensive for what it offersthe bathroom door was hanging and opened due to the humidity cracks in the walls no view breakfast so and so to go from the parking lot to the reception we climbed the stairs with the babys stroller in our hands while we had informed that there will be a bath and that we will go to the parking lot they did not tell us that there is no elevator the elevator for the room could not fit the stroller so again on foot 3 more floorswe stayed one night and left,3/5
234, we stayed at this hotel for 1 night and it was good that it was no more very noisy impossible to sleep street neighbors walked until one in the morning the furniture and plumbing are all old but basically working and clean the area is not far from the center but did not leave the impression of being safe plus this is a quick checkin and price for a family room with a twolevel bed but its not worth it i dont recommend it,2/5
235, the worst hotel i have ever stayed inelevator that fits 2 people so comewe asked to buy water to drink and they told us that they dont have any and that we should go out and find it these and other things that i cannot write,1/5
236, water leak in the shower a group of young people were partying every night at the hotel difficult to sleep peacefully the view overlooked dilapidated buildings,3/5
237, the hotel shows itself in the pictures as a usable city hotel during my visit it became clear that only the reception hall lived up to expectations ,2/5
238, for what it promises fine typical somewhat old hotel but clean with good breakfast and kind staff,4/5
239, the room was dirty and the bathroom had dirt and hair everywherethe building was very old and needs urgent renovationthe staff made fun of the customers and were very rudeelevators very narrowbreakfast was poor and served coldthe sheets were stained with blood from the previous guest and as soon as i asked for them to be changed the maid made fun of methe soundproofing is nonexistent,1/5
240, an excellent inexpensive holiday option the people at the reception are nice the rooms are clean comfortable the breakfasts are hearty some rooms have a balcony and you can look out at the beautiful city at night near the center,5/5
241, just dont go dirty the photos do not do it justice we went into what was supposed to be a split room and one of the two rooms was the hallway with 2 bunk beds thrown in with no ventilation nightstands nothing ,1/5
242, not the first time in this hotel quite at my own expense i was traveling on business and needed a hotel close to the center ,4/5
243, the rooms were extremely dirty  starting from the hallway where the electrical panel was without any protection in the bathroom the shower pipe was detached the sink was broken the door was dirty in the room the walls were stained dirty the curtains were extremely dirty in an indescribable balconywhen i went down to ask to change the room the receptionist told me that the whole hotel was full when i checked on booking i saw that there were more rooms i showed them and the receptionist replied that the other rooms were the samethe hotel is located in a dirty area with a construction site in front that produces an indescribable noisei do not recommend this hotel to anyone  it simply ruins your vacation,1/5
244, the rooms are definitely in need of repair the staff is friendly,4/5
245, very quiet room quite large clean and well appointed the buffet style breakfast is very pleasant the hotel is very well located very close to the lively nightlife district of ladadika ,4/5
246, the hotel is on a very busy street if you need a peaceful nights sleep this is the place for you underground parking costs 10 per day its a bit narrow and its difficult to turn ,3/5
247, we stayed on the 6th floor the room was comfortable and modern wellkept and the mattress very soft the bathroom was also new just in my opinion it would need a curtain in the shower the towels and sheets were changed daily and the towels were even packed in nylon packaging the breakfast is rich and delicious and the staff is very kind the parking is a very important asset with a very reasonable fee per day a little patience with the elevator as there are only two and small and the people whoserves a lot i recommend it,5/5
248, not worth three stars the room was very old and dirty as it had hair from the previous ones there were no plugs anywhere the bathroom door wouldnt close and the bathroom was generally moldy nonexistent soundproofing also the lady at the reception could be more polite in general i do not recommend it as it is located in a bad area,1/5
249, comfortable and clean room breakfast rather poor given the cost 10the location is quite close to the center but the area is not the best,3/5
250, we stayed because we could not find a place in other hotels it is an old hotel within walking distance to the beach and restaurants in thessaloniki the sheets and pillows are clean there is a vehicle at the entrance and its license plate is printed there is no parking problem the breakfast is poor,3/5
251, if you choose the first hotel at the entrance of thessaloniki without seeing many hotels this is vergina hotel it is a big plus that it has a parking lot and provides breakfast it is only 15 km away from the center and you can walk there,5/5
252, the hotel is old the air conditioner is straining and you can hear it like a tractor breakfast below average no variety and not particularly tasty,3/5
253, first of all the hotel was old and had not been renovated there were only a few rooms in the front of the hotel which were renovated but the buts were miserable when we entered the rooms we found a lot of bugs and there was no cleanliness in addition when we called the manager he came and told us that these are the rooms and that he cannot do anything certain people who were on the floor where we were staying were rude and annoying because we couldnt even talk,1/5
254, in this area there are three hotels facing each other within walking distance of the center the metro works are blocking your way the surroundings are like ankara and ulus ,3/5
255, we visited the hotel in the framework of the agricultural exhibition 2024 the room was nice and quite warm but not so cleanthe breakfast was poor for the many people that the hotel was hosting in that particular periodon the minuses i will also note that the cleaning ladies were knocking on the rooms from quite early in the morning the hotel is located in the local centeroutofcenter and is relatively quiet,3/5
256, expensive prices the girl at the entrance with black hair completely naked and they also want the money up front,2/5
257, everything neat renovated despite the old age very good effort for the better it deserves the bravo what i want to emphasize the kindness of the staff the service that enslaves you especially mr kounoupi panagiotis manager and owner of the unit unprecedented and unusually kind and helpful may the man be well thank you from the bottom of our hearts,4/5
258, it is near the train station so it is recommended for those who use the train a travel agency that runs longdistance buses to macedonia is also nearby ,4/5
259, i have visited this particular hotel many times in renovated and unrenovated rooms the renovated ones are beautiful and give you the feeling that you are in a 5star hotel while the nonrenovated ones are just decent and clean as it should be the breakfast is also decent and complete compared to the cost of accommodation i read a negative comment that the croissants were empty  the reception is very helpful and kind also the issue of parking which is also outside the hotel in the surrounding streets is very positive in conclusion the qualityprice ratio is reasonable a smart and correct choice for all types of visitors,5/5
260, i wonder about these people who decorate the hotel with these adjectives i stayed two nights and it was great the only thing that disappointed me is the dust on the mirrors and the small amount was the bathroom otherwise i would love to come again yes note that i had come from patras ,4/5
261, miserable the bathroom in the photos is from the opposite hotel the staff is very ironic and the breakfast is disgusting,1/5
262, my daughter and i stayed at this hotel from october 2 to october 5 2017 the hotel does not live up to the declared 35 rating at best 25 the rooms are small not comfortable no sound insulation tvonly 5 greek channels the only positive thing is the breakfast in general i do not recommend it,2/5
263, perhaps the worst hotel i have ever visited and 1 star is too much the room was renovated but with many unprofessional and exposed cables the cleanliness was nonexistent as the stay of the previous guest was evident especially in the bathroom which was also quite oldthe staff and the management of the hotel were rude with an ironic attitude without any desire to serve it should be noted that the manager came in contact with us while he had covid thus not following the health protocolsrude security guards walked the corridors throughout the night and authoritatively knocked on the door demanding that we not talk inside the room even in a low voice thus losing any sense of privacyin addition one of the cleaners while we had not asked for cleaning invaded the room during the hours we were away took my bathrobe and when i addressed the reception i had no help just stay away,1/5
264, 2 star hotel but those who are looking for just an overnight stay will be a good option for the money the hotel is located in a not very good area of the city metro construction is underway it is dirty ,3/5
265, good hotel neat and clean i would say the bathroom door squeaked a bit but okthe gentleman at the reception was very helpful we only stayed one night but it seemed fine to me,4/5
266, the mostvery well located near the central street with disco store restaurant etc within walking distancean excellent and very generous breakfasta small balcony practical for smokersclean bathrooman ,3/5
267, for the 3 stars its fine,5/5
268, just bad zero cleanliness dirty beds old rooms moldy bathroom not to mention the bugs and fleas the rude manager who characteristically gave up on us and said that this is it and we can do whatever we want besides that he himself had the duration of talking to us about covid the doors are broken on the handles the breakfast is poor and the quality is bad worst hotel experience ever i recommend you think twice before visiting,1/5
269, the rooms were completely unmaintained room 706 especiallybroken handles damaged sockets etcthe elevator was a death trap but ok,3/5
270, the rooms are quite old the elevator is a very old building i preferred the stairs even though i used it a few times unfortunately it does not give a feeling of spaciousness and comfort,2/5
271, we stayed here for one night while sightseeing in thessaloniki the location was good close to the station and aristotelous square ,2/5
272, beds were very comfortable we got a room at short notice in the middle of the night because we were in transit breakfast was extensive and very tasty the hotel also has a videomonitored underground car park,4/5
273, one of the best hotels in town beautiful rooms clean wellkept with a wonderful breakfast very tasty the staff was very kind and mr panagiotis wonderful always with a smile thank you see you again soon,5/5
274, this hotel was a very good choice during our stay in thessaloniki it is very close to the train station and for a midrange hotel we were very satisfied the rooms were quite spacious and well equipped ,4/5
275, very noisy the rooms are not soundproof noise from the street and neighboring rooms the clean bathroom and good bedding stains on the carpet which must be from another age vigilant hotel ,2/5
276, the rooms were good for their price but the security guards were rude they were knocking on doors all night demanding that we be quiet even with the slightest noise and we had no privacy whatsoever which made our stay quite miserable apart from the behavior of the security guards everything else was good but the security guards spoiled our mood so we couldnt enjoy anything,2/5
277, it was miserable besides the 1 hour wait for our rooms to be ready which were booked for 1 month there was a broken light above the head of the bed ,1/5
278, shower turned into a tub in just a few minutes water doesnt drain toilet doesnt flush amature loose and i didnt even look under the bed sheet otherwise  more of a dump hope oxana had a good night with kemal which is what you experience when checking in at 3 am,1/5
279, a hotel close to the city center as is the case everywhere in greece the architectural structure looks as if it is stuck in the 1980s the building and furniture are old but it is a clean hotel ,3/5
280, it needs a gas to pourit is on the worst street in thessalonikino soundproofingcleanliness insufficientbreakfast from lidlthe receptionist was very kind and told us to sleep upside down in the bed so as not to ,1/5
281, its not a three star hotel maybe twoa rather shocking room small cramped screeching air conditioner flat tvthere is no doubt that we havent refreshed the place in 40 yearsthe breakfast is poor sparse and simply not goodisraelis  dont skimp and invest a few more shekels for a normal hotelthis is not a 3star hotel maybe 2 on a good daybreakfast is very very basic bread was oldtiny room tiny tv aircondition was noisy,2/5
282, the breakfast is good there is parking around it there is a train station and it is close to the center the room was clean but the air conditioner was dripping water,5/5
283, all very nice gentlemen clean rooms broadly breakfast honest and decent pet friendly,5/5
284, the hotel has three stars in free fall the rooms we stayed in are moldy and havent been painted for years the curtains and drapes are dirty the thermal insulation is moldy the mini bar has not been defrosted for a long time the air conditioner gave off a strong smell of mold the cleanliness in the bathroom was ok the bedding the same the breakfast satisfying parking costs 10 euros if not god have mercy all in all for one night its okay or not,2/5
285, everyone was very helpful and polite the rooms were clean but the hotel definitely needs renovation,4/5
286, large clean rooms beds for children exceptional and attentive staff in the room you could find 2 free 05l water bottles in the fridge morning meal rich swedish buffet very good pates with cheese yogurts i didnt serve the other meals i stayed only one nighttransit i recommend,5/5
287, a very good hotel not too close to the city center and shops the facilities are in good condition clean and the staff are willing the breakfast quite rich and the restaurant staff helpful ,4/5
288, the rooms are clean and comfortable good parking options an important corner near egnatiastraße where the important sights can be seen a cheapest price ,3/5
289, threeday stay in a fivebed room with bunk beds quite negative such as 1 air conditioner for 2 independent rooms as a result of which it becomes a single room by necessity  not very clean bathroom with a broken sink that fills with water halffinished toilet paper from the previous one unacceptable the bunk bed was unscrewed as a result of which the children at the reception and at breakfast are buzzing all night long and the location where you can easily walk to aristotelous in 15 minutes because you are in thessaloniki which is relaxed and beautiful,2/5
290, an ordinary city hotel cleaning is ok there is a strange smell in some rooms we stayed with ten families during a closed tour organization ,3/5
291, old hotel clean but in the 2 days i stayed they did not come to lay down and clean the room rickety ac curtains floor etc i will not go again,3/5
292, they are friendly and the place is well located and has all the basics but it is an old building and although the rooms are renovated everything looks very old,4/5
293, i didnt like the room very old furniture persistent smell of dampness being forced to sleep with the window open the cooler does not cool the towels were no longer white but gray showing they had not been washed old collapsed sanitary installations the only good thing was the bland swedish buffet style breakfast,2/5
294, the internet is a disaster and they are not trying to do anything about it the room is solid but the toilet itself is a disaster when the water is released the entire ceiling shakes and the water does not drain adequately cleanliness is also not a strong point staff disinterested the city itself is beautiful and the center is located near the same hotel,2/5
295, zero cleanliness we chose a below average family room at 90 euros a night real value 40 by forcea rude employee or owner was yelling at us on the phone that we were late to the agreed arrival time not knowing why we were late,1/5
296, inexpensive hotel good service clean good breakfast the area is really not very good but its not far from the center we checked in earlier for which we thank you very much friendly staff ,4/5
297, honest hotel offers budget accommodation breakfast very good extra it has been renovated for the most part and the rooms are fully airconditioned mainly for groups business trips and for a short stay due to a stopover or change of means of transport very good location at the entrance of the city near the station and ladadika  port extra underground parking narrow and not renovated with care it fits staff excellent owner runs it personally,5/5
298, reception and lounge pleasant staff nice and friendly the breakfast was rich but always and without exception the same rooms for families are not so appealing so i would recommend renovations anyone who is a little afraid of the lift will definitely not take it cabin is barely enough for two and looks like it was built during world war i have fun whoever is on the last floors it takes 15 to 20 minutes to walk to the center of aristotle square 1 to 15 hours to the old castle in ano poli and 25 to 30 minutes to the zejting cemetery of fallen soldiers,3/5
299, the best hotel i have come across very good hotel especially all the beautiful things the view etc the environment the clean rooms the floors are also good i dont have any bad reviews to give i am just happy for this ,5/5
300, the hotel is nice the location is convenient but it was sooooo cold in the room the air conditioner worked all night at 30 and it was still blowing very strongly from the window we slept in our clothes under two blankets,1/5
301, it is one of the very average hotels that you are forced to stay in for financial reasons or because of a business appointment lets start with the rooms which i have to say i was disgusted to sleep in because of the conditions prevailing in the hotel in general they are quite old and combined with a hasty renovation give the feeling that they will be torn down the bathroom constantly has a strong bad smell and despite the indication that it was disinfected i would hardly believe it i also think that the existing ventilation is insufficient in the mornings despite ambitious efforts i would rather eat styrofoam than what they call breakfast the elevators barely fit three people or one with luggage otherwise youll have to patiently walk up one of the seven floors finally despite this i must state that the staff was very helpful and welcoming in relation to the appearance of the hotel i would only suggest it as a last option for a stay in thessaloniki because it is relatively close to the center about 1015 minutes on foot,3/5
302, the room smelled bad probably from the bathroom drain we also often found various buzzes in the room without having the windows open the sheet on one bed was speckled with some sort of old stain the bathroom looked clean at first glance but we noticed dirt in several places like something like coffee on the pavement above the sink also the paper in the toilet was from the previous half finished mercy the breakfast is good and has a wide variety staff smilingi personally dont recommend it there are better and above all cleaner,1/5
303, the hotel is old and not renovated 90 euros is a lot for a room with a hall that has a bunk bed at the end at least parking should not be charged,1/5
304, a 3star hotel within walking distance of the center of thessaloniki 12 km from aristotelous square clean above all satisfactory rooms relatively large it is suitable for business trips or even for tourism as long as you just need a clean room and not to be closed in the hotel all the timebreakfast quite rich the services offered are good wifi freeand lets go the staff is very helpful and kind and will help you with anything you aska parking space although you wont have much difficulty finding it in front of the hotel closed parking is offered attention it is paid per day for those who want to be more securethe prices for what it offers are satisfactory,4/5
305, breakfast time was difficult a group of strangers and a school trip at the same time in the dining area the staff doesnt have time to serve except they didnt fit in the same space it is suggested to split the time depending on the departure schedule of each group the elevator tragic too small one adult one child  and a suitcase,3/5
306, although it is an advantageous hotel in terms of its location where you can reach the center in 10 minutes on foot it is a hotel that does not meet our expectations in terms of comfort and food the furniture is quite old the bed is very uncomfortable the carpets are dirty there are no channels you can watch on tv and i dont know if it was the temperature of the air there were an incredible amount of flies since there is no proper place to park the car they ask you to park it in the parking lot but they charge extra for the parking service thats why we had to park our car in the empty places we could find in china street the variety at breakfast was neither too much nor too little but there were not many good options that reflected our taste if i go to thessaloniki again i would not choose to stay in this hotelit is an advantageous hotel in a location that you can reach in 10 minutes walking distance to the center and it is a hotel that can not meet our expectation as comfort and food the furnishings are quite old the beds are very uncomfortable the duvets are dirty there is not a channel you can watch on tv they do not have a proper place to park the car so they ask you to put it in the parking but they charge extra for parking that is why we had to park our car in vacant places that we could find in the streets in the morning the breakfast was neither very nor little but there was not a very nice option to reflect our taste buds if i go to thessaloniki again i would rather stay at this hotel,3/5
307, terrible triathlon not even animals live in such a barn the carpets in the rooms never seemed to be changed the bathroom was old with mold all broken and all old the walls in the room were a stinky shade of yellow it smelled so awful of mold and piss together that you couldnt even stay one night it was tristhlon nothing to do with what the website shows it is impossible for such a hotel to operate in 2017 the air conditioning was old and you couldnt turn it on and because it was hot and smelly together you opened the window but there was such a noise from the main street that you couldnt sleep unbelievable,1/5
308, extremely friendly reception and restaurant staff impeccable management it has an underground garage which is extremely important in thessaloniki a few minutes from the center i recommend,5/5
309, the hotel in general was nice close to the station and close to the center everything went smoothly until 11 at night but then i realized that the sound insulation should be improved a little because in the next room there was a couple in a very wild mood and the festival ended at 1 night,2/5
310, lots of noise from the roadno soundproofing at allbelow average breakfast,1/5
311, bad hotel the pictures on the booking have nothing to do with the real situation i dont recommend it,1/5
312, unfortunately very inferior compared to its price normally one star does it justice as it deserves 15 the rooms can be described as dirty with old furniture that needs immediate renovation the internet with constant interruptions and the breakfast quite poor,1/5
313, i paid for a double room and it wasnt just a double room otherwise clean good morning covid care,4/5
314, a good hotel to spend a few days there are many 78 floors and the elevators are very slow and old the rooms have a retro decor,3/5
315, good hotel for the pricethe furniture is a bit outdatedsmall imperfectionsbut overall ok for one night,4/5
316, a very warm front desk presence greeted us and created a very positive image spotlessly clean very well located and nice comfortable room,4/5
317, in my case the bathroom is clean and wellequipped the room is fine the location could be better,4/5
318, it needs renovation the staff is very goodthe breakfast is really great and super enoughproblem in the park is too narrowthe area is very run down,3/5
319, it seems to me that there are rooms in the hotel that have been renovated and those that have not unfortunately i was in the latter,3/5
320, friendly and pleasant staff however the room deserves a good refreshment the breakfast was more than average,3/5
